meta_initial_temperature,avg_distance,std_distance,min_distance,avg_time,std_time
100,731.8131791639183,104.8362004508207,620.328532873653,0.012511366670272158,0.0006080630899997495
500,731.8131791639183,104.8362004508207,620.328532873653,0.014187233335784791,0.0021823577203919074
1000,731.8131791639183,104.8362004508207,620.328532873653,0.014953333333930155,0.0030648865060654046
5000,731.8131791639183,104.8362004508207,620.328532873653,0.014873366664687637,0.0016761457175853648
10000,731.8131791639183,104.8362004508207,620.328532873653,0.013918300001629783,0.0006411654471684941
