meta_num_ants,avg_distance,std_distance,min_distance,avg_time,std_time
5,638.6868926778303,69.52552788370521,567.4482608944593,0.31152526666361763,0.010186932884720251
10,624.9970870295789,67.72482581049907,561.151784264697,0.6063556666679991,0.03694996780457623
20,614.9251062121654,58.890807043851744,552.3583423975283,1.2318842666694156,0.03765239859688515
30,623.1339566392057,65.43796453603329,552.4017495214607,1.7977639000018826,0.10353973337512395
50,613.0027447471924,61.96919098168134,548.132274171248,3.019085133334253,0.1488885820944267
