meta_crossover_type,avg_distance,std_distance,min_distance,avg_time,std_time
CX,392.36873880679303,23.86218936057848,367.5782061643623,0.1675275666663462,0.00598389655992508
OX,389.63659711326414,20.120478942372806,367.5782061643623,0.1594684666658092,0.006442083626514543
PMX,1050.8995536668451,141.67730605849138,950.2991518859062,0.07262909999796345,0.04788720223471752
