meta_population_size,avg_distance,std_distance,min_distance,avg_time,std_time
20,669.1841916797325,94.5890689362363,581.0110288302451,0.06577280000055907,0.006060646472009423
50,662.2443008259464,101.59595883521962,571.8388244262219,0.14199940000010733,0.002850686446908157
100,670.0028279041994,95.12819732097326,577.4751647799501,0.2571929333304676,0.0065309916981750645
150,667.3773600196636,94.53540033186266,578.1986998854276,0.3650315333337251,0.008011564037085927
200,664.6806515913158,96.34812902857632,572.1528158386112,0.4898763666690987,0.02660768333861195
