algorithm,instance,distance_mean,distance_min,distance_max,distance_std,time_mean,time_min,time_max,time_std,structure
"Ant Colony (ants=20, α=1.0, β=3.0)",grid_50_0,683.7154200223289,683.7154200223289,683.7154200223289,,2.1271163999990677,2.1271163999990677,2.1271163999990677,,grid
"Ant Colony (ants=20, α=1.0, β=3.0)",grid_50_1,683.8878170754336,683.8878170754336,683.8878170754336,,2.1094249000016134,2.1094249000016134,2.1094249000016134,,grid
"Ant Colony (ants=20, α=1.0, β=3.0)",grid_50_2,685.1971029709156,685.1971029709156,685.1971029709156,,2.0833865000022342,2.0833865000022342,2.0833865000022342,,grid
"Ant Colony (ants=20, α=1.0, β=3.0)",grid_50_3,672.0713192990185,672.0713192990185,672.0713192990185,,2.1859384999988833,2.1859384999988833,2.1859384999988833,,grid
"Ant Colony (ants=20, α=1.0, β=3.0)",grid_50_4,665.5648108829116,665.5648108829116,665.5648108829116,,2.114094099997601,2.114094099997601,2.114094099997601,,grid
"Ant Colony (ants=20, α=1.0, β=3.0)",random_50_0,inf,inf,inf,,2.5699999241624027e-05,2.5699999241624027e-05,2.5699999241624027e-05,,random
"Ant Colony (ants=20, α=1.0, β=3.0)",random_50_1,inf,inf,inf,,2.9199996788520366e-05,2.9199996788520366e-05,2.9199996788520366e-05,,random
"Ant Colony (ants=20, α=1.0, β=3.0)",random_50_2,inf,inf,inf,,2.970000059576705e-05,2.970000059576705e-05,2.970000059576705e-05,,random
"Ant Colony (ants=20, α=1.0, β=3.0)",random_50_3,inf,inf,inf,,2.9599999834317714e-05,2.9599999834317714e-05,2.9599999834317714e-05,,random
"Ant Colony (ants=20, α=1.0, β=3.0)",random_50_4,inf,inf,inf,,2.939999831141904e-05,2.939999831141904e-05,2.939999831141904e-05,,random
Christofides,cluster_50_0,1693.048868135391,1693.048868135391,1693.048868135391,,0.05660959999659099,0.05660959999659099,0.05660959999659099,,cluster
Christofides,cluster_50_1,1494.8843037074482,1494.8843037074482,1494.8843037074482,,0.06836720000137575,0.06836720000137575,0.06836720000137575,,cluster
Christofides,cluster_50_2,1727.9737709451817,1727.9737709451817,1727.9737709451817,,0.06750209999881918,0.06750209999881918,0.06750209999881918,,cluster
Christofides,cluster_50_3,1843.7078553643794,1843.7078553643794,1843.7078553643794,,0.06039939999755006,0.06039939999755006,0.06039939999755006,,cluster
Christofides,cluster_50_4,1588.8563778298474,1588.8563778298474,1588.8563778298474,,0.06432869999844115,0.06432869999844115,0.06432869999844115,,cluster
Christofides,euclidean_50_0,643.284311277197,643.284311277197,643.284311277197,,0.05736829999659676,0.05736829999659676,0.05736829999659676,,euclidean
Christofides,euclidean_50_1,625.3394733114384,625.3394733114384,625.3394733114384,,0.07384669999737525,0.07384669999737525,0.07384669999737525,,euclidean
Christofides,euclidean_50_2,688.1199371654219,688.1199371654219,688.1199371654219,,0.0656029000019771,0.0656029000019771,0.0656029000019771,,euclidean
Christofides,euclidean_50_3,580.9748585451291,580.9748585451291,580.9748585451291,,0.074097000004258,0.074097000004258,0.074097000004258,,euclidean
Christofides,euclidean_50_4,619.9932029137202,619.9932029137202,619.9932029137202,,0.055112499998358544,0.055112499998358544,0.055112499998358544,,euclidean
Christofides,grid_50_0,697.0252073859588,697.0252073859588,697.0252073859588,,0.1078059999999823,0.1078059999999823,0.1078059999999823,,grid
Christofides,grid_50_1,720.7760204557169,720.7760204557169,720.7760204557169,,0.1121532000033767,0.1121532000033767,0.1121532000033767,,grid
Christofides,grid_50_2,742.5762601180006,742.5762601180006,742.5762601180006,,0.12837600000057137,0.12837600000057137,0.12837600000057137,,grid
Christofides,grid_50_3,719.1216899163885,719.1216899163885,719.1216899163885,,0.11935059999814257,0.11935059999814257,0.11935059999814257,,grid
Christofides,grid_50_4,735.7462982827208,735.7462982827208,735.7462982827208,,0.14073710000229767,0.14073710000229767,0.14073710000229767,,grid
Christofides,random_50_0,inf,inf,inf,,0.00011600000289035961,0.00011600000289035961,0.00011600000289035961,,random
Christofides,random_50_1,inf,inf,inf,,0.00010920000204350799,0.00010920000204350799,0.00010920000204350799,,random
Christofides,random_50_2,inf,inf,inf,,0.00011559999984456226,0.00011559999984456226,0.00011559999984456226,,random
Christofides,random_50_3,inf,inf,inf,,0.0001005000012810342,0.0001005000012810342,0.0001005000012810342,,random
Christofides,random_50_4,inf,inf,inf,,0.00010929999552899972,0.00010929999552899972,0.00010929999552899972,,random
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",cluster_50_0,1662.7812049687777,1662.7812049687777,1662.7812049687777,,0.4946559999953024,0.4946559999953024,0.4946559999953024,,cluster
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",cluster_50_1,1479.2178873121534,1479.2178873121534,1479.2178873121534,,0.5886661999975331,0.5886661999975331,0.5886661999975331,,cluster
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",cluster_50_2,1645.7006113953676,1645.7006113953676,1645.7006113953676,,0.5881148999978905,0.5881148999978905,0.5881148999978905,,cluster
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",cluster_50_3,1737.2868725689132,1737.2868725689132,1737.2868725689132,,0.6706352999972296,0.6706352999972296,0.6706352999972296,,cluster
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",cluster_50_4,1639.048766515109,1639.048766515109,1639.048766515109,,0.5338523000027635,0.5338523000027635,0.5338523000027635,,cluster
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",euclidean_50_0,630.9963642392433,630.9963642392433,630.9963642392433,,0.4738515999997617,0.4738515999997617,0.4738515999997617,,euclidean
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",euclidean_50_1,600.3552242472392,600.3552242472392,600.3552242472392,,0.5213541000048281,0.5213541000048281,0.5213541000048281,,euclidean
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",euclidean_50_2,634.6997460702664,634.6997460702664,634.6997460702664,,0.5567344000010053,0.5567344000010053,0.5567344000010053,,euclidean
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",euclidean_50_3,571.4789472894752,571.4789472894752,571.4789472894752,,0.5965227999986382,0.5965227999986382,0.5965227999986382,,euclidean
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",euclidean_50_4,580.6317582469452,580.6317582469452,580.6317582469452,,0.4953391000017291,0.4953391000017291,0.4953391000017291,,euclidean
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",grid_50_0,732.2993598913879,732.2993598913879,732.2993598913879,,0.6836280999996234,0.6836280999996234,0.6836280999996234,,grid
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",grid_50_1,687.8189264309241,687.8189264309241,687.8189264309241,,0.7656935000049998,0.7656935000049998,0.7656935000049998,,grid
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",grid_50_2,708.2846717212042,708.2846717212042,708.2846717212042,,0.7613168000025325,0.7613168000025325,0.7613168000025325,,grid
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",grid_50_3,713.6816691740138,713.6816691740138,713.6816691740138,,0.7778226000009454,0.7778226000009454,0.7778226000009454,,grid
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",grid_50_4,682.7003781763973,682.7003781763973,682.7003781763973,,0.7491031000026851,0.7491031000026851,0.7491031000026851,,grid
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",random_50_0,inf,inf,inf,,7.950000144774094e-05,7.950000144774094e-05,7.950000144774094e-05,,random
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",random_50_1,inf,inf,inf,,8.550000347895548e-05,8.550000347895548e-05,8.550000347895548e-05,,random
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",random_50_2,inf,inf,inf,,7.94000006862916e-05,7.94000006862916e-05,7.94000006862916e-05,,random
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",random_50_3,inf,inf,inf,,8.040000102482736e-05,8.040000102482736e-05,8.040000102482736e-05,,random
"Genetic Algorithm (pop=100, mut=0.05, cx=OX)",random_50_4,inf,inf,inf,,8.70000003487803e-05,8.70000003487803e-05,8.70000003487803e-05,,random
Nearest Neighbor,cluster_50_0,1693.5611247104082,1693.5611247104082,1693.5611247104082,,0.009605799998098519,0.009605799998098519,0.009605799998098519,,cluster
Nearest Neighbor,cluster_50_1,1503.7462393373125,1503.7462393373125,1503.7462393373125,,0.016358300003048498,0.016358300003048498,0.016358300003048498,,cluster
Nearest Neighbor,cluster_50_2,1661.7706992558105,1661.7706992558105,1661.7706992558105,,0.015675100003136322,0.015675100003136322,0.015675100003136322,,cluster
Nearest Neighbor,cluster_50_3,1766.2198628895658,1766.2198628895658,1766.2198628895658,,0.013196599997172598,0.013196599997172598,0.013196599997172598,,cluster
Nearest Neighbor,cluster_50_4,1665.6513549540814,1665.6513549540814,1665.6513549540814,,0.00891379999666242,0.00891379999666242,0.00891379999666242,,cluster
Nearest Neighbor,euclidean_50_0,664.9992468817971,664.9992468817971,664.9992468817971,,0.009163399998215027,0.009163399998215027,0.009163399998215027,,euclidean
Nearest Neighbor,euclidean_50_1,605.8650200441633,605.8650200441633,605.8650200441633,,0.010972900003253017,0.010972900003253017,0.010972900003253017,,euclidean
Nearest Neighbor,euclidean_50_2,635.2860897548462,635.2860897548462,635.2860897548462,,0.04084889999649022,0.04084889999649022,0.04084889999649022,,euclidean
Nearest Neighbor,euclidean_50_3,574.9704299231936,574.9704299231936,574.9704299231936,,0.011428700003307313,0.011428700003307313,0.011428700003307313,,euclidean
Nearest Neighbor,euclidean_50_4,584.4467958913561,584.4467958913561,584.4467958913561,,0.011371900000085589,0.011371900000085589,0.011371900000085589,,euclidean
Nearest Neighbor,grid_50_0,736.6593130981122,736.6593130981122,736.6593130981122,,0.02089949999935925,0.02089949999935925,0.02089949999935925,,grid
Nearest Neighbor,grid_50_1,689.0483774977623,689.0483774977623,689.0483774977623,,0.026134500003536232,0.026134500003536232,0.026134500003536232,,grid
Nearest Neighbor,grid_50_2,727.2549143307298,727.2549143307298,727.2549143307298,,0.01802279999537859,0.01802279999537859,0.01802279999537859,,grid
Nearest Neighbor,grid_50_3,713.6816691740138,713.6816691740138,713.6816691740138,,0.021624599998176564,0.021624599998176564,0.021624599998176564,,grid
Nearest Neighbor,grid_50_4,694.8691379091947,694.8691379091947,694.8691379091947,,0.020934699998178985,0.020934699998178985,0.020934699998178985,,grid
Nearest Neighbor,random_50_0,inf,inf,inf,,1.049999991664663e-05,1.049999991664663e-05,1.049999991664663e-05,,random
Nearest Neighbor,random_50_1,inf,inf,inf,,1.0099996870849282e-05,1.0099996870849282e-05,1.0099996870849282e-05,,random
Nearest Neighbor,random_50_2,inf,inf,inf,,1.799999881768599e-05,1.799999881768599e-05,1.799999881768599e-05,,random
Nearest Neighbor,random_50_3,inf,inf,inf,,1.0000003385357559e-05,1.0000003385357559e-05,1.0000003385357559e-05,,random
Nearest Neighbor,random_50_4,inf,inf,inf,,1.3299999409355223e-05,1.3299999409355223e-05,1.3299999409355223e-05,,random
"Simulated Annealing (T=1000, α=0.98)",cluster_50_0,1864.8157047400668,1864.8157047400668,1864.8157047400668,,0.012705399996775668,0.012705399996775668,0.012705399996775668,,cluster
"Simulated Annealing (T=1000, α=0.98)",cluster_50_1,1623.0312018071454,1623.0312018071454,1623.0312018071454,,0.011624400001892354,0.011624400001892354,0.011624400001892354,,cluster
"Simulated Annealing (T=1000, α=0.98)",cluster_50_2,2110.2339962419887,2110.2339962419887,2110.2339962419887,,0.0114365000044927,0.0114365000044927,0.0114365000044927,,cluster
"Simulated Annealing (T=1000, α=0.98)",cluster_50_3,1779.5721120220046,1779.5721120220046,1779.5721120220046,,0.011428899997554254,0.011428899997554254,0.011428899997554254,,cluster
"Simulated Annealing (T=1000, α=0.98)",cluster_50_4,1757.499287012688,1757.499287012688,1757.499287012688,,0.012268699996639043,0.012268699996639043,0.012268699996639043,,cluster
"Simulated Annealing (T=1000, α=0.98)",euclidean_50_0,746.7019938169341,746.7019938169341,746.7019938169341,,0.01424129999941215,0.01424129999941215,0.01424129999941215,,euclidean
"Simulated Annealing (T=1000, α=0.98)",euclidean_50_1,651.8746374538385,651.8746374538385,651.8746374538385,,0.01339709999592742,0.01339709999592742,0.01339709999592742,,euclidean
"Simulated Annealing (T=1000, α=0.98)",euclidean_50_2,697.5840995265695,697.5840995265695,697.5840995265695,,0.011621700003161095,0.011621700003161095,0.011621700003161095,,euclidean
"Simulated Annealing (T=1000, α=0.98)",euclidean_50_3,687.4499708237888,687.4499708237888,687.4499708237888,,0.016555800000787713,0.016555800000787713,0.016555800000787713,,euclidean
"Simulated Annealing (T=1000, α=0.98)",euclidean_50_4,596.5155383915334,596.5155383915334,596.5155383915334,,0.012346399998932611,0.012346399998932611,0.012346399998932611,,euclidean
"Simulated Annealing (T=1000, α=0.98)",grid_50_0,822.1667628732819,822.1667628732819,822.1667628732819,,0.01641160000144737,0.01641160000144737,0.01641160000144737,,grid
"Simulated Annealing (T=1000, α=0.98)",grid_50_1,768.479679362354,768.479679362354,768.479679362354,,0.016197700002521742,0.016197700002521742,0.016197700002521742,,grid
"Simulated Annealing (T=1000, α=0.98)",grid_50_2,770.8620661901004,770.8620661901004,770.8620661901004,,0.014517200004775077,0.014517200004775077,0.014517200004775077,,grid
"Simulated Annealing (T=1000, α=0.98)",grid_50_3,802.2077528040168,802.2077528040168,802.2077528040168,,0.014524899997923058,0.014524899997923058,0.014524899997923058,,grid
"Simulated Annealing (T=1000, α=0.98)",grid_50_4,747.4156217144442,747.4156217144442,747.4156217144442,,0.015496099993470125,0.015496099993470125,0.015496099993470125,,grid
"Simulated Annealing (T=1000, α=0.98)",random_50_0,inf,inf,inf,,2.42000023717992e-05,2.42000023717992e-05,2.42000023717992e-05,,random
"Simulated Annealing (T=1000, α=0.98)",random_50_1,inf,inf,inf,,2.6200003048870713e-05,2.6200003048870713e-05,2.6200003048870713e-05,,random
"Simulated Annealing (T=1000, α=0.98)",random_50_2,inf,inf,inf,,3.2999996619764715e-05,3.2999996619764715e-05,3.2999996619764715e-05,,random
"Simulated Annealing (T=1000, α=0.98)",random_50_3,inf,inf,inf,,2.6900001103058457e-05,2.6900001103058457e-05,2.6900001103058457e-05,,random
"Simulated Annealing (T=1000, α=0.98)",random_50_4,inf,inf,inf,,2.6100002287421376e-05,2.6100002287421376e-05,2.6100002287421376e-05,,random
