algorithm,instance,distance_mean,distance_min,distance_max,distance_std,time_mean,time_min,time_max,time_std,structure
2-opt,cluster_50_0,1572.9489009105525,1572.9489009105525,1572.9489009105525,,0.08389369999349583,0.08389369999349583,0.08389369999349583,,cluster
2-opt,cluster_50_1,1468.3796216945784,1468.3796216945784,1468.3796216945784,,0.10683879999851342,0.10683879999851342,0.10683879999851342,,cluster
2-opt,cluster_50_2,1628.8386715815864,1628.8386715815864,1628.8386715815864,,0.09744900000077905,0.09744900000077905,0.09744900000077905,,cluster
2-opt,cluster_50_3,1662.0780074130928,1662.0780074130928,1662.0780074130928,,0.15145939999638358,0.15145939999638358,0.15145939999638358,,cluster
2-opt,cluster_50_4,1558.553250647242,1558.553250647242,1558.553250647242,,0.11147489999711979,0.11147489999711979,0.11147489999711979,,cluster
2-opt,euclidean_50_0,595.1652123552641,595.1652123552641,595.1652123552641,,0.12526880000223173,0.12526880000223173,0.12526880000223173,,euclidean
2-opt,euclidean_50_1,562.5583891980583,562.5583891980583,562.5583891980583,,0.10551110000233166,0.10551110000233166,0.10551110000233166,,euclidean
2-opt,euclidean_50_2,623.2255102383831,623.2255102383831,623.2255102383831,,0.13360730000567855,0.13360730000567855,0.13360730000567855,,euclidean
2-opt,euclidean_50_3,556.6476184389827,556.6476184389827,556.6476184389827,,0.1237124000035692,0.1237124000035692,0.1237124000035692,,euclidean
2-opt,euclidean_50_4,558.8215287372414,558.8215287372414,558.8215287372414,,0.11608690000139177,0.11608690000139177,0.11608690000139177,,euclidean
2-opt,grid_50_0,650.7939901801657,650.7939901801657,650.7939901801657,,0.23683700000401586,0.23683700000401586,0.23683700000401586,,grid
2-opt,grid_50_1,634.0218995161723,634.0218995161723,634.0218995161723,,0.2802282000047853,0.2802282000047853,0.2802282000047853,,grid
2-opt,grid_50_2,646.3629627575353,646.3629627575353,646.3629627575353,,0.2917014999984531,0.2917014999984531,0.2917014999984531,,grid
2-opt,grid_50_3,640.0210364984077,640.0210364984077,640.0210364984077,,0.25995829999737907,0.25995829999737907,0.25995829999737907,,grid
2-opt,grid_50_4,639.7717527060399,639.7717527060399,639.7717527060399,,0.23596309999993537,0.23596309999993537,0.23596309999993537,,grid
2-opt,random_50_0,inf,inf,inf,,2.3300002794712782e-05,2.3300002794712782e-05,2.3300002794712782e-05,,random
2-opt,random_50_1,inf,inf,inf,,2.479999966453761e-05,2.479999966453761e-05,2.479999966453761e-05,,random
2-opt,random_50_2,inf,inf,inf,,2.9800001357216388e-05,2.9800001357216388e-05,2.9800001357216388e-05,,random
2-opt,random_50_3,inf,inf,inf,,1.9400002202019095e-05,1.9400002202019095e-05,1.9400002202019095e-05,,random
2-opt,random_50_4,inf,inf,inf,,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,,random
"Ant Colony (ants=20, α=1.0, β=3.0)",cluster_50_0,1633.2521897282397,1633.2521897282397,1633.2521897282397,,1.3179137000042829,1.3179137000042829,1.3179137000042829,,cluster
"Ant Colony (ants=20, α=1.0, β=3.0)",cluster_50_1,1495.362618609493,1495.362618609493,1495.362618609493,,1.3236440000036964,1.3236440000036964,1.3236440000036964,,cluster
"Ant Colony (ants=20, α=1.0, β=3.0)",cluster_50_2,1651.4547077331213,1651.4547077331213,1651.4547077331213,,1.2918544999993173,1.2918544999993173,1.2918544999993173,,cluster
"Ant Colony (ants=20, α=1.0, β=3.0)",cluster_50_3,1700.7497135370022,1700.7497135370022,1700.7497135370022,,1.383479800002533,1.383479800002533,1.383479800002533,,cluster
"Ant Colony (ants=20, α=1.0, β=3.0)",cluster_50_4,1594.2422069877298,1594.2422069877298,1594.2422069877298,,1.306834399998479,1.306834399998479,1.306834399998479,,cluster
"Ant Colony (ants=20, α=1.0, β=3.0)",euclidean_50_0,611.4722861561816,611.4722861561816,611.4722861561816,,1.2644799000045168,1.2644799000045168,1.2644799000045168,,euclidean
"Ant Colony (ants=20, α=1.0, β=3.0)",euclidean_50_1,587.1219848108987,587.1219848108987,587.1219848108987,,1.3090825999970548,1.3090825999970548,1.3090825999970548,,euclidean
"Ant Colony (ants=20, α=1.0, β=3.0)",euclidean_50_2,621.7208676226766,621.7208676226766,621.7208676226766,,1.3148681000020588,1.3148681000020588,1.3148681000020588,,euclidean
"Ant Colony (ants=20, α=1.0, β=3.0)",euclidean_50_3,552.7936151941356,552.7936151941356,552.7936151941356,,1.299712100000761,1.299712100000761,1.299712100000761,,euclidean
"Ant Colony (ants=20, α=1.0, β=3.0)",euclidean_50_4,569.8628777720171,569.8628777720171,569.8628777720171,,1.297196100000292,1.297196100000292,1.297196100000292,,euclidean
