algorithm,avg_distance,std_distance,min_distance,avg_time,std_time
"Ant Colony (ants=20, α=1.5, β=3.0)",449.4737133881049,17.594013218748398,427.11983738566045,0.5222901444447214,0.028751658159060167
"Genetic Algorithm (pop=80, mut=0.08, cx=OX)",464.46154402053827,12.495822883016581,446.270875845687,0.1333872444443437,0.007823086729387235
"Simulated Annealing (T=1000, α=0.99)",522.7135545424362,23.659784460220635,474.42561752061636,0.019953844444696896,0.0011572798865700938
