algorithm,avg_distance,std_distance,min_distance,avg_time,std_time
"Ant Colony (ants=15, α=1.5, β=3.0)",381.3257685009314,11.604742297835509,367.5782061643623,0.19052111111118897,0.015945655469864147
"Genetic Algorithm (pop=50, mut=0.08, cx=OX)",391.85939626938557,19.487085703010692,367.5782061643623,0.06726516666660448,0.008308708227302451
"Simulated Annealing (T=500, α=0.98)",419.14161396370514,40.719897338343245,367.5782061643623,0.009522677777567878,0.0026156723715632297
